Index Name,Date,Open,High,Low,Close
NIFTY 50,02-Dec-24,24140.85,24301.7,24008.65,24276.05
NIFTY 50,29-Nov-24,23927.15,24188.45,23927.15,24131.1
NIFTY 50,28-Nov-24,24274.15,24345.75,23873.35,23914.15
NIFTY 50,27-Nov-24,24204.8,24354.55,24145.65,24274.9
NIFTY 50,26-Nov-24,24343.3,24343.3,24125.4,24194.5
NIFTY 50,25-Nov-24,24253.55,24351.55,24135.45,24221.9
NIFTY 50,22-Nov-24,23411.8,23956.1,23359,23907.25
NIFTY 50,21-Nov-24,23488.45,23507.3,23263.15,23349.9
NIFTY 50,19-Nov-24,23529.55,23780.65,23464.8,23518.5
NIFTY 50,18-Nov-24,23605.3,23606.8,23350.4,23453.8
NIFTY 50,14-Nov-24,23542.15,23675.9,23484.15,23532.7
NIFTY 50,13-Nov-24,23822.45,23873.6,23509.6,23559.05
NIFTY 50,12-Nov-24,24225.8,24242,23839.15,23883.45
NIFTY 50,11-Nov-24,24087.25,24336.8,24004.6,24141.3
NIFTY 50,08-Nov-24,24207.7,24276.15,24066.65,24148.2
NIFTY 50,07-Nov-24,24489.6,24503.35,24179.05,24199.35
NIFTY 50,06-Nov-24,24308.75,24537.6,24204.05,24484.05
NIFTY 50,05-Nov-24,23916.5,24229.05,23842.75,24213.3
NIFTY 50,04-Nov-24,24315.75,24316.75,23816.15,23995.35
NIFTY 50,01-Nov-24,24302.75,24368.25,24280.2,24304.35
NIFTY 50,31-Oct-24,24349.85,24372.45,24172.6,24205.35
NIFTY 50,30-Oct-24,24371.45,24498.2,24307.3,24340.85
NIFTY 50,29-Oct-24,24328.85,24484.5,24140.85,24466.85
NIFTY 50,28-Oct-24,24251.1,24492.6,24134.9,24339.15
NIFTY 50,25-Oct-24,24418.05,24440.25,24073.9,24180.8
NIFTY 50,24-Oct-24,24412.7,24480.65,24341.2,24399.4
NIFTY 50,23-Oct-24,24378.15,24604.25,24378.1,24435.5
NIFTY 50,22-Oct-24,24798.65,24882,24445.8,24472.1
NIFTY 50,21-Oct-24,24956.15,24978.3,24679.6,24781.1
NIFTY 50,18-Oct-24,24664.95,24886.2,24567.65,24854.05
NIFTY 50,17-Oct-24,25027.4,25029.5,24728.9,24749.85
NIFTY 50,16-Oct-24,25008.55,25093.4,24908.45,24971.3
NIFTY 50,15-Oct-24,25186.3,25212.05,25008.15,25057.35
NIFTY 50,14-Oct-24,25023.45,25159.75,25017.5,25127.95
NIFTY 50,11-Oct-24,24985.3,25028.65,24920.05,24964.25
NIFTY 50,10-Oct-24,25067.05,25134.05,24979.4,24998.45
NIFTY 50,09-Oct-24,25065.8,25234.05,24947.7,24981.95
NIFTY 50,08-Oct-24,24832.2,25044,24756.8,25013.15
NIFTY 50,07-Oct-24,25084.1,25143,24694.35,24795.75
NIFTY 50,04-Oct-24,25181.9,25485.05,24966.8,25014.6
NIFTY 50,03-Oct-24,25452.85,25639.45,25230.3,25250.1
NIFTY 50,01-Oct-24,25788.45,25907.6,25739.2,25796.9
NIFTY 50,30-Sep-24,26061.3,26134.7,25794.1,25810.85
NIFTY 50,27-Sep-24,26248.25,26277.35,26151.4,26178.95
NIFTY 50,26-Sep-24,26005.4,26250.9,25998.4,26216.05
NIFTY 50,25-Sep-24,25899.45,26032.8,25871.35,26004.15
NIFTY 50,24-Sep-24,25921.45,26011.55,25886.85,25940.4
NIFTY 50,23-Sep-24,25872.55,25956,25847.35,25939.05
NIFTY 50,20-Sep-24,25525.95,25849.25,25426.6,25790.95
NIFTY 50,19-Sep-24,25487.05,25611.95,25376.05,25415.8
NIFTY 50,18-Sep-24,25402.4,25482.2,25285.55,25377.55
NIFTY 50,17-Sep-24,25416.9,25441.65,25352.25,25418.55
NIFTY 50,16-Sep-24,25406.65,25445.7,25336.2,25383.75
NIFTY 50,13-Sep-24,25430.45,25430.5,25292.45,25356.5
NIFTY 50,12-Sep-24,25059.65,25433.35,24941.45,25388.9
NIFTY 50,11-Sep-24,25034,25113.7,24885.15,24918.45
NIFTY 50,10-Sep-24,24999.4,25130.5,24896.8,25041.1
NIFTY 50,09-Sep-24,24823.4,24957.5,24753.15,24936.4
NIFTY 50,06-Sep-24,25093.7,25168.75,24801.3,24852.15
NIFTY 50,05-Sep-24,25250.5,25275.45,25127.75,25145.1
NIFTY 50,04-Sep-24,25089.95,25216,25083.8,25198.7
NIFTY 50,03-Sep-24,25313.4,25321.7,25235.8,25279.85
NIFTY 50,02-Sep-24,25333.6,25333.65,25235.5,25278.7
NIFTY 50,30-Aug-24,25249.7,25268.35,25199.4,25235.9
NIFTY 50,29-Aug-24,25035.3,25192.9,24998.5,25151.95
NIFTY 50,28-Aug-24,25030.8,25129.6,24964.65,25052.35
NIFTY 50,27-Aug-24,25024.8,25073.1,24973.65,25017.75
NIFTY 50,26-Aug-24,24906.1,25043.8,24874.7,25010.6
NIFTY 50,23-Aug-24,24845.4,24858.4,24771.65,24823.15
NIFTY 50,22-Aug-24,24863.4,24867.35,24784.45,24811.5
NIFTY 50,21-Aug-24,24680.55,24787.95,24654.5,24770.2
NIFTY 50,20-Aug-24,24648.9,24734.3,24607.2,24698.85
NIFTY 50,19-Aug-24,24636.35,24638.8,24522.95,24572.65
NIFTY 50,16-Aug-24,24334.85,24563.9,24204.5,24541.15
NIFTY 50,14-Aug-24,24184.4,24196.5,24099.7,24143.75
NIFTY 50,13-Aug-24,24342.35,24359.95,24116.5,24139
NIFTY 50,12-Aug-24,24320.05,24472.8,24212.1,24347
NIFTY 50,09-Aug-24,24386.85,24419.75,24311.2,24367.5
NIFTY 50,08-Aug-24,24248.55,24340.5,24079.7,24117
NIFTY 50,07-Aug-24,24289.4,24337.7,24184.9,24297.5
NIFTY 50,06-Aug-24,24189.85,24382.6,23960.4,23992.55
NIFTY 50,05-Aug-24,24302.85,24350.05,23893.7,24055.6
NIFTY 50,02-Aug-24,24789,24851.9,24686.85,24717.7
NIFTY 50,01-Aug-24,25030.95,25078.3,24956.4,25010.9
NIFTY 50,31-Jul-24,24886.7,24984.6,24856.5,24951.15
NIFTY 50,30-Jul-24,24839.4,24971.75,24798.65,24857.3
NIFTY 50,29-Jul-24,24943.3,24999.75,24774.6,24836.1
NIFTY 50,26-Jul-24,24423.35,24861.15,24410.9,24834.85
NIFTY 50,25-Jul-24,24230.95,24426.15,24210.8,24406.1
NIFTY 50,24-Jul-24,24444.95,24504.25,24307.25,24413.5
NIFTY 50,23-Jul-24,24568.9,24582.55,24074.2,24479.05
NIFTY 50,22-Jul-24,24445.75,24595.2,24362.3,24509.25
NIFTY 50,19-Jul-24,24853.8,24854.8,24508.15,24530.9
NIFTY 50,18-Jul-24,24543.8,24837.75,24504.45,24800.85
NIFTY 50,16-Jul-24,24615.9,24661.25,24587.65,24613
NIFTY 50,15-Jul-24,24587.6,24635.05,24522.75,24586.7
NIFTY 50,12-Jul-24,24387.95,24592.2,24331.15,24502.15
NIFTY 50,11-Jul-24,24396.55,24402.65,24193.75,24315.95
NIFTY 50,10-Jul-24,24459.85,24461.05,24141.8,24324.45
NIFTY 50,09-Jul-24,24351,24443.6,24331.9,24433.2
NIFTY 50,08-Jul-24,24329.45,24344.6,24240.55,24320.55
NIFTY 50,05-Jul-24,24213.35,24363,24168.85,24323.85
NIFTY 50,04-Jul-24,24369.95,24401,24281,24302.15
NIFTY 50,03-Jul-24,24291.75,24309.15,24207.1,24286.5
NIFTY 50,02-Jul-24,24228.75,24236.35,24056.4,24123.85
NIFTY 50,01-Jul-24,23992.95,24164,23992.7,24141.95
NIFTY 50,28-Jun-24,24085.9,24174,23985.8,24010.6
NIFTY 50,27-Jun-24,23881.55,24087.45,23805.4,24044.5
NIFTY 50,26-Jun-24,23723.1,23889.9,23670.45,23868.8
NIFTY 50,25-Jun-24,23577.1,23754.15,23562.05,23721.3
NIFTY 50,24-Jun-24,23382.3,23558.1,23350,23537.85
NIFTY 50,21-Jun-24,23661.15,23667.1,23398.2,23501.1
NIFTY 50,20-Jun-24,23586.15,23624,23442.6,23567
NIFTY 50,19-Jun-24,23629.85,23664,23412.9,23516
NIFTY 50,18-Jun-24,23570.8,23579.05,23499.7,23557.9
NIFTY 50,14-Jun-24,23464.95,23490.4,23334.25,23465.6
NIFTY 50,13-Jun-24,23480.95,23481.05,23353.9,23398.9
NIFTY 50,12-Jun-24,23344.45,23441.95,23295.95,23322.95
NIFTY 50,11-Jun-24,23283.75,23389.45,23206.65,23264.85
NIFTY 50,10-Jun-24,23319.15,23411.9,23227.15,23259.2
NIFTY 50,07-Jun-24,22821.85,23320.2,22789.05,23290.15
NIFTY 50,06-Jun-24,22798.6,22910.15,22642.6,22821.4
NIFTY 50,05-Jun-24,22128.35,22670.4,21791.95,22620.35
NIFTY 50,04-Jun-24,23179.5,23179.5,21281.45,21884.5
NIFTY 50,03-Jun-24,23337.9,23338.7,23062.3,23263.9
NIFTY 50,31-May-24,22568.1,22653.75,22465.1,22530.7
NIFTY 50,30-May-24,22617.45,22705.75,22417,22488.65
NIFTY 50,29-May-24,22762.75,22825.5,22685.45,22704.7
NIFTY 50,28-May-24,22977.15,22998.55,22858.5,22888.15
NIFTY 50,27-May-24,23038.95,23110.8,22871.2,22932.45
NIFTY 50,24-May-24,22930.75,23026.4,22908,22957.1
NIFTY 50,23-May-24,22614.1,22993.6,22577.45,22967.65
NIFTY 50,22-May-24,22576.6,22629.5,22483.15,22597.8
NIFTY 50,21-May-24,22404.55,22591.1,22404.55,22529.05
NIFTY 50,18-May-24,22512.85,22520.25,22470.05,22502
NIFTY 50,17-May-24,22415.25,22502.15,22345.65,22466.1
NIFTY 50,16-May-24,22319.2,22432.25,22054.55,22403.85
NIFTY 50,15-May-24,22255.6,22297.55,22151.75,22200.55
NIFTY 50,14-May-24,22112.9,22270.05,22081.25,22217.85
NIFTY 50,13-May-24,22027.95,22131.65,21821.05,22104.05
NIFTY 50,10-May-24,21990.95,22131.3,21950.3,22055.2
NIFTY 50,09-May-24,22224.8,22307.75,21932.4,21957.5
NIFTY 50,08-May-24,22231.2,22368.65,22185.2,22302.5
NIFTY 50,07-May-24,22489.75,22499.05,22232.05,22302.5
NIFTY 50,06-May-24,22561.6,22588.8,22409.45,22442.7
NIFTY 50,03-May-24,22766.35,22794.7,22348.05,22475.85
NIFTY 50,02-May-24,22567.85,22710.5,22567.85,22648.2
NIFTY 50,30-Apr-24,22679.65,22783.35,22568.4,22604.85
NIFTY 50,29-Apr-24,22475.55,22655.8,22441.9,22643.4
NIFTY 50,26-Apr-24,22620.4,22620.4,22385.55,22419.95
NIFTY 50,25-Apr-24,22316.9,22625.95,22305.25,22570.35
NIFTY 50,24-Apr-24,22421.55,22476.45,22384,22402.4
NIFTY 50,23-Apr-24,22447.05,22447.55,22349.45,22368
NIFTY 50,22-Apr-24,22336.9,22375.65,22198.15,22336.4
NIFTY 50,19-Apr-24,21861.5,22179.55,21777.65,22147
NIFTY 50,18-Apr-24,22212.35,22326.5,21961.7,21995.85
NIFTY 50,16-Apr-24,22125.3,22213.75,22079.45,22147.9
NIFTY 50,15-Apr-24,22339.05,22427.45,22259.55,22272.5
NIFTY 50,12-Apr-24,22677.4,22726.45,22503.75,22519.4
NIFTY 50,10-Apr-24,22720.25,22775.7,22673.7,22753.8
NIFTY 50,09-Apr-24,22765.1,22768.4,22612.25,22642.75
NIFTY 50,08-Apr-24,22578.35,22697.3,22550.35,22666.3
NIFTY 50,05-Apr-24,22486.4,22537.6,22427.6,22513.7
NIFTY 50,04-Apr-24,22592.1,22619,22303.8,22514.65
NIFTY 50,03-Apr-24,22385.7,22521.1,22346.5,22434.65
NIFTY 50,02-Apr-24,22458.8,22497.6,22388.15,22453.3
NIFTY 50,01-Apr-24,22455,22529.95,22427.75,22462
NIFTY 50,28-Mar-24,22163.6,22516,22163.6,22326.9
NIFTY 50,27-Mar-24,22053.95,22193.6,22052.85,22123.65
NIFTY 50,26-Mar-24,21947.9,22073.2,21947.55,22004.7
NIFTY 50,22-Mar-24,21932.2,22180.7,21883.3,22096.75
NIFTY 50,21-Mar-24,21989.9,22080.95,21941.3,22011.95
NIFTY 50,20-Mar-24,21843.9,21930.9,21710.2,21839.1
NIFTY 50,19-Mar-24,21946.45,21978.3,21793.1,21817.45
NIFTY 50,18-Mar-24,21990.1,22123.7,21916.55,22055.7
NIFTY 50,15-Mar-24,22064.85,22120.9,21931.7,22023.35
NIFTY 50,14-Mar-24,21982.55,22204.6,21917.5,22146.65
NIFTY 50,13-Mar-24,22432.2,22446.75,21905.65,21997.7
NIFTY 50,12-Mar-24,22334.45,22452.55,22256,22335.7
NIFTY 50,11-Mar-24,22517.5,22526.6,22307.25,22332.65
NIFTY 50,07-Mar-24,22505.3,22525.65,22430,22493.55
NIFTY 50,06-Mar-24,22327.5,22497.2,22224.35,22474.05
NIFTY 50,05-Mar-24,22371.25,22416.9,22269.15,22356.3
NIFTY 50,04-Mar-24,22403.5,22440.9,22358.3,22405.6
NIFTY 50,02-Mar-24,22406.95,22419.55,22367.05,22378.4
NIFTY 50,01-Mar-24,22048.3,22353.3,22047.75,22338.75
NIFTY 50,29-Feb-24,21935.2,22060.55,21860.65,21982.8
NIFTY 50,28-Feb-24,22214.1,22229.15,21915.85,21951.15
NIFTY 50,27-Feb-24,22090.2,22218.25,22085.65,22198.35
NIFTY 50,26-Feb-24,22169.2,22202.15,22075.15,22122.05
NIFTY 50,23-Feb-24,22290,22297.5,22186.1,22212.7
NIFTY 50,22-Feb-24,22081.55,22252.5,21875.25,22217.45
NIFTY 50,21-Feb-24,22248.85,22249.4,21997.95,22055.05
NIFTY 50,20-Feb-24,22099.2,22215.6,22045.85,22196.95
NIFTY 50,19-Feb-24,22103.45,22186.65,22021.05,22122.25
NIFTY 50,16-Feb-24,22020.3,22068.65,21968.95,22040.7
NIFTY 50,15-Feb-24,21906.55,21953.85,21794.8,21910.75
NIFTY 50,14-Feb-24,21578.15,21870.85,21530.2,21840.05
NIFTY 50,13-Feb-24,21664.3,21766.8,21543.35,21743.25
NIFTY 50,12-Feb-24,21800.8,21831.7,21574.75,21616.05
NIFTY 50,09-Feb-24,21727,21804.45,21629.9,21782.5
NIFTY 50,08-Feb-24,22009.65,22011.05,21665.3,21717.95
NIFTY 50,07-Feb-24,22045.05,22053.3,21860.15,21930.5
NIFTY 50,06-Feb-24,21825.2,21951.4,21737.55,21929.4
NIFTY 50,05-Feb-24,21921.05,21964.3,21726.95,21771.7
NIFTY 50,02-Feb-24,21812.75,22126.8,21805.55,21853.8
NIFTY 50,01-Feb-24,21780.65,21832.95,21658.75,21697.45
NIFTY 50,31-Jan-24,21487.25,21741.35,21448.85,21725.7
NIFTY 50,30-Jan-24,21775.75,21813.05,21501.8,21522.1
NIFTY 50,29-Jan-24,21433.1,21763.25,21429.6,21737.6
NIFTY 50,25-Jan-24,21454.6,21459,21247.05,21352.6
NIFTY 50,24-Jan-24,21185.25,21482.35,21137.2,21453.95
NIFTY 50,23-Jan-24,21716.7,21750.25,21192.6,21238.8
NIFTY 50,20-Jan-24,21706.15,21720.3,21541.8,21571.8
NIFTY 50,19-Jan-24,21615.2,21670.6,21575,21622.4
NIFTY 50,18-Jan-24,21414.2,21539.4,21285.55,21462.25
NIFTY 50,17-Jan-24,21647.25,21851.5,21550.45,21571.95
NIFTY 50,16-Jan-24,22080.5,22124.15,21969.8,22032.3
NIFTY 50,15-Jan-24,22053.15,22115.55,21963.55,22097.45
NIFTY 50,12-Jan-24,21773.55,21928.25,21715.15,21894.55
NIFTY 50,11-Jan-24,21688,21726.5,21593.75,21647.2
NIFTY 50,10-Jan-24,21529.3,21641.85,21448.65,21618.7
NIFTY 50,09-Jan-24,21653.6,21724.45,21517.85,21544.85
NIFTY 50,08-Jan-24,21747.6,21763.95,21492.9,21513
NIFTY 50,05-Jan-24,21705.75,21749.6,21629.2,21710.8
NIFTY 50,04-Jan-24,21605.8,21685.65,21564.55,21658.6
NIFTY 50,03-Jan-24,21661.1,21677,21500.35,21517.35
NIFTY 50,02-Jan-24,21751.35,21755.6,21555.65,21665.8
NIFTY 50,01-Jan-24,21727.75,21834.35,21680.85,21741.9
NIFTY 50,29-Dec-23,21737.65,21770.3,21676.9,21731.4
NIFTY 50,28-Dec-23,21715,21801.45,21678,21778.7
NIFTY 50,27-Dec-23,21497.65,21675.75,21495.8,21654.75
NIFTY 50,26-Dec-23,21365.2,21477.15,21329.45,21441.35
NIFTY 50,22-Dec-23,21295.85,21390.5,21232.45,21349.4
NIFTY 50,21-Dec-23,21033.95,21288.35,20976.8,21255.05
NIFTY 50,20-Dec-23,21543.5,21593,21087.35,21150.15
NIFTY 50,19-Dec-23,21477.65,21505.05,21337.75,21453.1
NIFTY 50,18-Dec-23,21434.8,21482.8,21365.35,21418.65
NIFTY 50,15-Dec-23,21287.45,21492.3,21235.3,21456.65
NIFTY 50,14-Dec-23,21110.4,21210.9,21074.45,21182.7
NIFTY 50,13-Dec-23,20929.75,20950,20769.5,20926.35
NIFTY 50,12-Dec-23,21018.55,21037.9,20867.15,20906.4
NIFTY 50,11-Dec-23,20965.3,21026.1,20923.7,20997.1
NIFTY 50,08-Dec-23,20934.1,21006.1,20862.7,20969.4
NIFTY 50,07-Dec-23,20932.4,20941.25,20850.8,20901.15
NIFTY 50,06-Dec-23,20950.75,20961.95,20852.15,20937.7
NIFTY 50,05-Dec-23,20808.9,20864.05,20711.15,20855.1
NIFTY 50,04-Dec-23,20601.95,20702.65,20507.75,20686.8
NIFTY 50,01-Dec-23,20194.1,20291.55,20183.7,20267.9
NIFTY 50,30-Nov-23,20108.5,20158.7,20015.85,20133.15
NIFTY 50,29-Nov-23,19976.55,20104.65,19956.3,20096.6
NIFTY 50,28-Nov-23,19844.65,19916.85,19800,19889.7
NIFTY 50,24-Nov-23,19809.6,19832.85,19768.85,19794.7
NIFTY 50,23-Nov-23,19828.45,19875.15,19786.75,19802
NIFTY 50,22-Nov-23,19784,19825.55,19703.85,19811.85
NIFTY 50,21-Nov-23,19770.9,19829.1,19754.05,19783.4
NIFTY 50,20-Nov-23,19731.15,19756.45,19670.5,19694
NIFTY 50,17-Nov-23,19674.75,19806,19667.45,19731.8
NIFTY 50,16-Nov-23,19674.7,19875.25,19627,19765.2
NIFTY 50,15-Nov-23,19651.4,19693.2,19579.65,19675.45
NIFTY 50,13-Nov-23,19486.75,19494.4,19414.75,19443.55
NIFTY 50,12-Nov-23,19547.25,19547.25,19510.25,19525.55
NIFTY 50,10-Nov-23,19351.85,19451.3,19329.45,19425.35
NIFTY 50,09-Nov-23,19457.4,19463.9,19378.35,19395.3
NIFTY 50,08-Nov-23,19449.6,19464.4,19401.5,19443.5
NIFTY 50,07-Nov-23,19404.05,19423.5,19329.1,19406.7
NIFTY 50,06-Nov-23,19345.85,19423,19309.7,19411.75
NIFTY 50,03-Nov-23,19241,19276.25,19210.9,19230.6
NIFTY 50,02-Nov-23,19120,19175.25,19064.15,19133.25
NIFTY 50,01-Nov-23,19064.05,19096.05,18973.7,18989.15
NIFTY 50,31-Oct-23,19232.95,19233.7,19056.45,19079.6
NIFTY 50,30-Oct-23,19053.4,19158.5,18940,19140.9
NIFTY 50,27-Oct-23,18928.75,19076.15,18926.65,19047.25
NIFTY 50,26-Oct-23,19027.25,19041.7,18837.85,18857.25
NIFTY 50,25-Oct-23,19286.45,19347.3,19074.15,19122.15
NIFTY 50,23-Oct-23,19521.6,19556.85,19257.85,19281.75
NIFTY 50,20-Oct-23,19542.15,19593.8,19518.7,19542.65
NIFTY 50,19-Oct-23,19545.2,19681.8,19512.35,19624.7
NIFTY 50,18-Oct-23,19820.45,19840.95,19659.95,19671.1
NIFTY 50,17-Oct-23,19843.2,19849.75,19775.65,19811.5
NIFTY 50,16-Oct-23,19737.25,19781.3,19691.85,19731.75
NIFTY 50,13-Oct-23,19654.55,19805.4,19635.3,19751.05
NIFTY 50,12-Oct-23,19822.7,19843.3,19772.65,19794
NIFTY 50,11-Oct-23,19767,19839.2,19756.95,19811.35
NIFTY 50,10-Oct-23,19565.6,19717.8,19565.45,19689.85
NIFTY 50,09-Oct-23,19539.45,19588.95,19480.5,19512.35
NIFTY 50,06-Oct-23,19621.2,19675.75,19589.4,19653.5
NIFTY 50,05-Oct-23,19521.85,19576.95,19487.3,19545.75
NIFTY 50,04-Oct-23,19446.3,19457.8,19333.6,19436.1
NIFTY 50,03-Oct-23,19622.4,19623.2,19479.65,19528.75
NIFTY 50,29-Sep-23,19581.2,19726.25,19551.05,19638.3
NIFTY 50,28-Sep-23,19761.8,19766.65,19492.1,19523.55
NIFTY 50,27-Sep-23,19637.05,19730.7,19554,19716.45
NIFTY 50,26-Sep-23,19682.8,19699.35,19637.45,19664.7
NIFTY 50,25-Sep-23,19678.2,19734.15,19601.55,19674.55
NIFTY 50,22-Sep-23,19744.85,19798.65,19657.5,19674.25
NIFTY 50,21-Sep-23,19840.55,19848.75,19709.95,19742.35
NIFTY 50,20-Sep-23,19980.75,20050.65,19878.85,19901.4
NIFTY 50,18-Sep-23,20155.95,20195.35,20115.7,20133.3
NIFTY 50,15-Sep-23,20156.45,20222.45,20129.7,20192.35
NIFTY 50,14-Sep-23,20127.95,20167.65,20043.45,20103.1
NIFTY 50,13-Sep-23,19989.5,20096.9,19944.1,20070
NIFTY 50,12-Sep-23,20110.15,20110.35,19914.65,19993.2
NIFTY 50,11-Sep-23,19890,20008.15,19865.35,19996.35
NIFTY 50,08-Sep-23,19774.8,19867.15,19728.05,19819.95
NIFTY 50,07-Sep-23,19598.65,19737,19550.05,19727.05
NIFTY 50,06-Sep-23,19581.2,19636.45,19491.5,19611.05
NIFTY 50,05-Sep-23,19564.65,19587.05,19525.75,19574.9
NIFTY 50,04-Sep-23,19525.05,19545.15,19432.85,19528.8
NIFTY 50,01-Sep-23,19258.15,19458.55,19255.7,19435.3
NIFTY 50,31-Aug-23,19375.55,19388.2,19223.65,19253.8
NIFTY 50,30-Aug-23,19433.45,19452.8,19334.75,19347.45
NIFTY 50,29-Aug-23,19374.85,19377.9,19309.1,19342.65
NIFTY 50,28-Aug-23,19298.35,19366.85,19249.7,19306.05
NIFTY 50,25-Aug-23,19297.4,19339.55,19229.7,19265.8
NIFTY 50,24-Aug-23,19535.15,19584.45,19369,19386.7
NIFTY 50,23-Aug-23,19439.2,19472.05,19366.6,19444
NIFTY 50,22-Aug-23,19417.1,19443.5,19381.3,19396.45
NIFTY 50,21-Aug-23,19320.65,19425.95,19296.3,19393.6
NIFTY 50,18-Aug-23,19301.75,19373.8,19253.6,19310.15
NIFTY 50,17-Aug-23,19450.55,19461.55,19326.25,19365.25
NIFTY 50,16-Aug-23,19369,19482.75,19317.2,19465
NIFTY 50,14-Aug-23,19383.95,19465.85,19257.9,19434.55
